text,location,latitude,longitude
"Gypsy Grave Yard is known for: Just north of town is a small graveyard with an even smaller graveyard fenced off toward the back. It is said that when the Gypsy wagon trains would pass through town back in the 1800's, and one of their flock was sick and dying, instead of taking them further on the journey and not having Gypsy hollowed ground to bury them in they would just bury them there, while still alive. Many ghostly figures have been seen hanging around, and if you cross the small fence and walk on the hollowed ground you will be cursed. This is a favorite haunt for the local teens.",Gypsy,39.36353,-80.3044866
"Iowa State University is known for: Memorial Union Hall - pays tribute to graduates of Iowa State that died in various wars. There is a low, eerie moan that can constantly be heard in this hall. No one can figure out any logical reasons for this moan (and the college is flooded with engineering and architectural majors). Rumor has it that the moan is the voice of the only woman to graduate from ISU and die in WWI.",Iowa,41.9216734,-93.3122705
Holy Cross Cemetary is known for: behind this small graveyard on a hill there is a grouping of trees that will lead you to one big tree. where it is said that many hangings occured. The area with the trees is said to be an old Indian burial ground as is much of Anamosa. Some have seen orbs and shadowey figures.,Anamosa,42.1083371,-91.2851594
"Kate Shelly High Bridge is known for: Kate Shelly was famous for saving a train from going off of the tracks on the bridge that is now known as the Kate Shelly high bridge. It is said that if you look up at the tracks (bridge) at night you can see a mysterious outline of a person and a dim light like a lantern running on the tracks. People around here say that it's Kate forever reliving the incident that saved a train and lots of people. - September 2004 CORRECTION: located west of the City of Boone, is not the bridge where Kate Shelley saved the passenger train. It was actually first structured in early 1900's and was named ""The Boone Viaduct"". It was renamed for Kate Shelley in the 1960's. The bridge has wonderful tales of ""Specter"" Steam Engines and ghostly ""watchmen"" that walk it. The original bridge that Kate Shelley crossed was demolished in the 1930's. Kate Shelley's ghost, accordingly, haunts the hamlet of Moingona, Iowa, South West of City of Boone, where the story took place.",the City of Boone,40.8374587,-73.8822639
"State Nursing Home &amp; Hospital is known for: Yelling and screaming has been heard & seeing apparitions of different people walking around.- September 2004 Update: the old structure is falling in on its self and will be slated for demolition soon. The county has involved a no trespassing rule, since some people for Des Moines and the surrounding area decided to use it as ""paint"" ball battlefield two years ago. The home has several structural issues to it, including a collapsing floor. In regards to haunting and ""things"", yes, there's something to it. A lot of people suffered there, and the sadness of that place can be felt today.",Des Moines,41.5868654,-93.6249494
"Oak Hill Cemetery is known for: It is said that Tillie, a small Czech girl, can be seen at night caring a flickering candle, and has said to have tried to pull people into a nearby Mausoleum.",Tillie,37.1809324,-82.8637712
"Historical Museum is known for: It is said to be that the Dakota City Historical Museum is to be haunted at night. Some nights you can drive by it and see shadows, and lights going on and off in the windows. An old lady gives tours there in the summer and says that it could be haunted by the founders of Humboldt County or by the famous wrestler Gotch. - December 2003 update/addition: The submitter to the addition has heard of a fisherman walking around there, possibly he is there because the Des Moines river is right next to the museum and there is a story of a fisherman drowning to death there many years ago. Another story that is true is that if you walk up to the front sign of the museum and ask it any question it will move to the right-meaning yes or it will move to the left-meaning no. please note it is a hanging sign on hinges. Some people might think it is the wind doing this but it only happens on calm nights when there is no wind or gusts at all. There is a lot of history at the museum.",Humboldt County,40.5997415,-123.8997734
"Mars Hill is known for: It's the only extant log church in Iowa now. There is a graveyard to the right of the church. Rumors are that is a hot spot for seeing UFOs, but other things have gone on there too--Black Mass has been held in the abandoned church; evidence has been left behind, like inverted pentagrams in red paint or blood on the floor. I've been there and there is a positively suffocating force there--it's like you can't breathe and you get the impression there are tons of eyes watching you. Very creepy! And, just down the hill from the church is Crybaby Bridge, where at midnight if you turn off your car on the bridge, you can hear the sounds of babies and small children crying.",Iowa,41.9216734,-93.3122705
"Des Moines International Airport is known for: The Farmer -  Construction began in 1932 over family farmland on the south side of the city that was owned by a family (buried in a small, private cemetary on SW 31st St) who lost their land against their will. Since the basement was constructed, shadows and the image of a malicious looking middle aged man in farm attire. have been witnessed by various individuals. Moans, foot steps and stomping, shadows, images and cold spots are his style.",SW,37.1850331,-100.8928434
"Fischer Building is known for: The Fischer Building was originally 8 stories tall, built in downtown Dubuque in the mid 19th century, about 50 years before the ""first"" skyscraper was built in Chicago.? With a steel addition to the top of the building, it is now 9 stories tall with another smaller building on top. There are two reported ""hauntings"" in the Fischer Building. In the basement, in the offices of the maintenance staff, there is a tall man that walks from one room, a short distance through a larger room to the next room.? Many people have reported him walking in the same direction, and he has been seen only from the back. On the fourth floor, in the northwest hallway, there is a well dressed woman, wearing a dress, fur and high heels that appears near the center of the building and walks north, turns to the right and goes in the last doorway.? Her style of dress suggests she is from the 1920s or 1930s.? Some people report that she opens the door and enters the last office, even though the door is locked.?",Dubuque,42.5006243,-90.6647985
"The Ham House is known for: This building is said to be one of the most haunted places in Dubuque. It was once a large private residence, but is now a museum. People have experienced classic encounters such as cold breezes, strange voices and chills running down people's spines. Several of the caretakers have reported objects mysteriously out of place and lights flickering. There have even been reports of eerie cries coming from the servant's house, the master bedroom, and the nursery.",Dubuque,42.5006243,-90.6647985
"Forest Ridge is known for: Cedar Hall - South of Estherville on Highway 4.? Things randomly fall off the walls, a little girl in a blue dress has been seen, also an old man.? There is a reflection of a person standing over the desk when nobody is standing there.? One of the bedrooms (209) is haunted; girls have reported having their hair pulled by something under the bed. Closet door handles rattle, locked closets have opened on their own.",Forest Ridge,-27.9586415,151.0267783
"Oak Hill is known for: its a cemetery and there is this hill that is haunted. The story is that a car full of football players were going to their game and their car stalled on this very hill. So they all got out and started to push the car up this hill then a car came around this bend and didn?t see the football players and hit them. All of the players died. People say that if you put your car in neutral between these 2 markers you will go uphill because the football players push you up the hill because they don?t want you to get hit by another car. Another story is that two children who lived in the nearby mansion were playing in the road when they were run over and killed. When your car moves, it is the children pushing it off of them. Anyway, the going up hill sensation is caused by an optical illusion. For this to work, you must be headed downhill. In the place where you stop, the road levels off and appears to go up in comparison to the rest of the road. If you go down the hill and around the curve and look back, you will realize that the entire road does indeed go down hill.",didn?t,33.4477005,-112.0749088
Charles City is known for: Ioron Hill - Back on the new walking trail is the site where a train wreck happened. Reports of apparitions & people calling out your name.,Charles City,37.3705777,-77.0605098
Nuckolls Street is known for: Located a block down the hill from the former Iowa Institution for Feeble Minded Children along the original banks of Keg Creek (where I've dug up several Indian artifacts while gardening). Mostly its been the typical kitchen cabinets opening and shutting for no reason along with cold spots and the feeling of an unseen presence. Its an old small house I bought a few years ago that was built before 1880. If I tell whatever-it-is to knock it off and go away things seem to calm down for awhile.,Keg Creek,43.3425982,-78.6663779
Eagle City is known for: Eagle City Park - There are people that go to the park and worship the devil and chase you away if you try to watch them. There are rope that are in a barn at the park that are used to hang people at least it looks like that is what they are for. Also there is blood all over the ground in the barn.,Eagle City,39.9770042,-83.834652
"Slater Hall is known for: Floor One - Legend has it that in the 1800's, a man they called ""Penguin man"" roamed the vicinity looking for young babies whose brains he liked to feast on. Legend has it that the ""Penguin man"" has been reincarnated into a fat, black, first floor RA. She roams the halls of Slater looking for innocent young students to eat. SLATER HALL IS VERY DANGEROUS. BEWARE THE WADDLER.",RA,51.5092768,-0.1397381
Eagle City is known for: an outside church in lower Eagle city too many voices too recognize.,Eagle City,39.9770042,-83.834652
"North Liberty is known for: Green castles Cemetery - This is a very old cemetery, No one has been buried there in years. When you go there at night the dirt is freshly dug by many of the stones, as if someone was buried there that day. Tombstones move all by there self. Many people have seen a witch in black with long dark hair, she talks to young children. She looks like she is between 16 and 18 yrs. old.",North Liberty,41.7478297,-91.6064397
"Rainbow Bridge is known for: A few miles south of Lake City, there is an old bow-string bridge, which is blocked off from traffic and cannot be driven on. If you walk out on the bridge at midnight, lay an unopened candy bar on the middle of the bridge and go back off the bridge and wait for 5 minutes in the dark, when you go back for it, the wrapper will be unopened and intact, but the chocolate is gone. - October 2003 Update: visitors to our web site tried this and report it does not work.",Lake City,30.1894252,-82.6394803
"Terre Haute ? Terre Haute Cemetery is known for: It is said that the cabin beside Terre Haute Cemetery, there is a little boy who plays on a swing set beside the cabin. He then motions for you to follow him and he guides you to the cemetery to where he is buried. When you reach the grave the boy disappears.",Terre Haute,39.4667025,-87.4139119
"old story county home is known for: The old Story county home is said to be haunted it closed down 15 yrs ago. They say if you drive by it at night you can see glows like a light was on. It is condemned now with no trespassing signs in front. It was an asylum where people with mental illness lived. They say you can hear moans and cries. So many people died there. It has been said some teenagers went to it one night at midnight and one of them got struck on the head by a piece of falling debris, like someone was jumping on the floor above them to make it fall. - February 2007 Update: the County home was torn down a couple of years ago. The area is still used as the gun range for the local Sheriff's Office. Warning!! ? No Tresspassing",Story county,42.0161612,-93.489194
"Reece park is known for: A young women will appear in the corn field and you will hear her screaming. The young women killed herself out there, and it is her ghost that is known to haunt that very place.",Reece,37.7989133,-96.4463999
cemetery is known for: the grave of the first settler in New Virginia is said to be haunted. At midnight every night you can see a glowing light coming from this stone. They say the ghost if mad because they changed his gravestone.,New Virginia,41.180595,-93.7300396
"Green Pond is known for: By the trailer park, across the rail road tracks is a narrow path leading to an unexpected pond called Green Pond in a small area of trees. The area was previously used for witchcraft and worship and the legend now says that if you go before the pong a woman will rise from it. Years ago 2 children went missing and there bikes were found in the bottom of the pond.",Green Pond,36.8812525,-79.5089173
"Ghost Town is known for: It is said that on the other side of the train tracks, on some private property, there are some haunted houses. There have been sightings of orbs and also at least 3 entites. It is located just outside of town in between it and Glenwood.",Glenwood,41.5424867,-87.6022765
"Pleasant Ridge Cemetery is known for: Pleasant Ridge is more commonly known as 13 stairs, because of the 13 stairs leading up a hill into the cemetery. Voices have been recorded on tape(EVP) that were not heard while there. Also, people have been touched by unseen things. Visitors have seen things human like shapes appear and disappear.",Pleasant Ridge,42.471147,-83.1421482
West Des Moines is known for: Barnes and Noble - Employees and patrons have seen books pulled off of shelves and dropped. They don't fall off it looks like an invisible hand has pulled it off and then it drops straight down.,West Des Moines,41.5644476,-93.7594059
"Mars Hill is known for: There are many legends about Mars Hill, a church and cemetery outside of Ottawa. there is said to be a ""suffocating force"" upon the place. Thumping against the side of your car along with dirty little hand prints.",Ottawa,45.4208777,-75.6901106
"Shellsburg Cemetery is known for: Just outside of Shellsburg, there is a statue of an angel marking the grave of 2 young children that died in the late 1940's. It is said that if you walk up to her at night,she will softly start crying and tears will run down her face and fall to the ground.",Shellsburg,42.0944408,-91.8693468
"Sioux City Auditorium/Long Lines Family Center is known for: A former worker for 10 years reports: The building was constructed in a period of 10 years during the 1940's the date of completion was possibly 1950. Upon starting the older employees would always talk of ""Rodriguez"". He was one of 2 resident ghosts in the building. There was actually a building electrician that died in the late 50's by the name of Rodriguez. In those days they had to manually lubricate high-powered electrical connections before they would have a show. Rodriguez as the building electrician was responsible for this. One day before a show he turned of the power to the electrical junction so he could perform his duty. He told another employee that he would be done in 10 minutes and that the other employee could then turn the power back one. Well the other employee waited the 10 minutes and turned on the power. 2 hours later Rodriguez wife showed up with a new suit for him because it was his birthday. They searched the building and found him dead by the electrical box electrocuted. He haunts the building to this day with flickering lights and lights turning on when they?re not supposed to as well as just a general coldness in the area of his death. The other ghost is that of a 12-year-old boy. He and his friend in the early 60's climbed up on the roof of the building to hunt pigeons. He became separated from his friend and his friend left thinking he was gone already. The missing child was not found for 2 weeks until a foul smell was detected at the bottom a roof exhaust that was meant for a boiler that was never installed. The total fall was over 150 feet, And the shaft was hastily completed with many sharp edges and exposed rebar jutting into it. It was not a pretty sight. He frequents the roof doors and the bottom of the shaft. When you enter the roof you can hear screams, as you get closer to the area of the fall. The bottom of the shaft is gone now but still it is very cold in the general area and even through the banter of the HVAC system you can hear faint crying.",Sioux City Auditorium/Long Lines Family Center,42.4908731,-96.4063702
"NE part of town is known for: Noises running up the walls of the steps, lady calling out a name, dog would be alert during the spirit calling out the name. Bowls would be placed out on the floor in neat order, according to sizes, if certain doors were closes, running water could be heard. A lady figure was seen dressed in black with a white bonnet on her head. The spirits were not aggressive.",NE,17.7356214,9.3238432
"Vegor's Cemetery is known for: In the middle of three miles of woods, is a cemetery that is over 150 years old. It was once the ancient burial ground of the local Indian tribe. When the settlers came, they dug the Indians' graves and placed them in five mounds throughout the hilltop. In retaliation, the Indians killed a white woman names Mrs. Henry Lott. She was the first white woman killed in Webster County. She was buried there. Over fifty small children are buried there along with many soldiers. If you go there at night, you can hear children laughing and the sound of Indians. If you roll down the hill three times, you will see the stairway to heaven. Also, legend has it if you desecrate and Indian mound, you will be cursed. I have known two men to have done so, and they were involved in serious car accidents within a week of visiting the cemetery. An interesting link is Spirit Lake Massacre of 1857, not sure of the validity of the story in the link, though. There is a large monument to her there, presumably above her grave.",Webster County,32.050618,-84.5473105
"Camp Ingawanas is known for: A rumor around here says that the spirit of a 12-year-old boy haunts this Boy Scout camp. Apparently while playing one day, he was swinging when he jumped, and hit his head on a 5-inch rock. Some say he was killed instantly, some slow and painfully. This happened 3 years ago. Anyway, a swing moving at the same height never higher never lower. Even creepier, there is never a breeze when this happens some say. I've only been going for a year, but it's been the same condition as they say. Some have even heard a giggle.",Boy Scout,-38.9656188,-68.0806516
Raliegh is known for: Soldiers Memorial Theatre - There are concerts held at this location and if you go wondering off where you're not supposed to then you will see something like a silhouette of a person following you.  This building has once been a Y.M.C.A. and is now a Art Centre.  It is said to be people from the old Y.M.C.A.,Y.M.C.A.,6.9346938,79.8455874
"Charleston Train Depot and Carriage Trail is known for: On the bank of the Kanawaha River, at the train depot, just at the bottom of the exclusive South Hills mountain drive, the Charleston Train Depot rivals any 19th century European Town Center. At the depot, flanked by the river on one side and a winding suburban mountain road also exists a carriage trail which led, in days gone by, to the Governors Mansion. The depot has a restaurant and a scenic view. The old carriage trail is barely noticeable from the train platform, but driving up the hill on the right side of the forked road motorists can see a clear wide carriage road leading to what is now Sunrise Museum. Vagrants and homeless people are said to spend some nights near the bottom of the trail waiting for a train to hop, and high school students sometimes wander the trail at the top of the trail behind the museum. No one ventures past the desecrated statue of a Our Lady. A dark spot exists in summer and winter at the second curve from the top of the trail (or the third from the bottom). West Virginia was fiercely abolitionist during the Civil War and the state seceded from Virginia because the mountain men and their Indian Wives did not believe in slavery. The Underground Railroad ran through the exclusive South",Carriage Trail,36.2286312,-95.9979924
"Ritchie County Middle / High School around 1997-1998. is known for: A teacher and her 2nd period class heard knocking and voices in the walls they thought it was odd because nobody was on either side of the walls, it was all 4 walls at one time, and way too loud to be another class.",Ritchie County,39.1666305,-81.0474662
"Gravesite of Zona Heaster Shue is known for: the ghost of Zona Heaster Shue appeared to her mother about two weeks afer her death to show her the truth of her untimely death. Zona's husband was abusive and had pushed her down the stairs in a fit of rage. He told authorities that she had just fallen. However, Zona's mother never trusted her son-in-law and didn't believe his story, so she prayed that Zona would return to her and enlighten her with the truth. Zona heeded her mother's request and showed her mother what had really happened, and this manifestation brought about the arrest and conviction of the husband.",Zona,38.7220343,-81.4556777
"In between Clarksburg, and Jane Lew is known for: an apparition of a teenage boy dressed in black has been seen crossing the highway. Rumor is this boy committed suicide, by stepping out on the road in front of an eighteen wheeler. He is spotted any time during the evening, and will stand in the middle of the lane until you drive by. He stares at you with a helpless look on his face. Rumors are to be said that he was abused by his father.",Clarksburg,39.2806451,-80.3445341
West Point is known for: There is an old graveyard that dates back at least one hundred years. Apparitions of a little girl have been reported.,West Point,41.3558443,-74.0078312
"Point Pleasant is known for: T.N.T. area - Called T.N.T. area because the U.S. military used to make explosives there during World War II. There are over 100 igloos in the area, where they stored the T.N.T. This is the place where sightings of the Mothman have occurred. The first sighting was here at the old North Power Plant, now destroyed back in 1995.",U.S.,39.7837304,-100.445882
"West Run Road is known for: Cemetery and woods are believed to be haunted. If you travel the road late at night you will notice that the hundred crosses sitting on the hill are illuminated and eerie. In fact, local witches have their Sabbaths up on this hill on their holy days.",West Run Road,40.3877087,-79.9112785
"Marrtown is known for: One mile south of Parkersburg, is a small farming community called Marrtown that was settled by Scottish Immigrants in the mid 1800s. They came from an area of Scotland that believed in many supernatural creatures, including witches, ghosts, elves, fairies and not the least of them, the Banshee. The Banshee is an Irish/Scottish death fairy who attaches herself to Scottish and Irish clans. She sometimes rides a white horse and hangs out at waterways washing out the grave clothes of her dead. She is dressed in a death shroud and other tattered rag and her eyes are blood red from crying for her Scottish dead. Thomas and Mary Marr survived the Civil War, but they lost a lot of property. Thomas went to work on the toll bridge in Parkersburg that went over the little Kanawha River. He would always see a figure on a white horse whenever he came home very early in the morning. On February 5th, 1873, Mary awakened with a feeling of dread. She got up and look out the window and saw someone very old riding a white horse who was coming up to her front stoop. She went outside and saw it was an old woman whose eyes had an eerie glow. Finally, the old woman screamed, ""Mary Marr, Thomas Marr has just died. Say your prayers, Lady. I bid you will."" Woman and horse instantly disappeared. Within the hour, a man who worked with Thomas came to deliver the dreaded news. In fact, Thomas Marr did die -- he died in the icy waters of the little Kanawha River. Some say it was an assailants bullet that brought him down, Others say it was the keening cry of his Scottish Banshee that wailed and startled him into falling and meeting his death in the river below. Many still claim the Scottish Banshee still rides her horse on clear night and she still brings death to those of Irish or Scottish blood. Even to this day, the Marr family is still visited by the Banshee's presence. It would be wise to stay away from Marrtown on cold, lonely, moonless nights.",Parkersburg,39.2667309,-81.5620755
Train Tracks is known for: If you walk from Weirwood to the Pax City Hall at night a orb starts to follow you. After that when you start running it gets in front of you and is in front of you until you reach the bridge. Then it turns into a man (this man is headless). It is believed to be a man that got his head cut off from the train. He follows you until you get to the bridge. Then he jumps off to the stream below and splashes mud and water on you. Several people have witnessed this.,Weirwood,37.4570798,-75.8696528
Hanging rock is known for: In a little 1920's church along the road was a preacher who killed himself after killing his obessive mother. He killed his self with a cross given to him by his mother. Some see him roaming the church in his black overgown. Staring out the window like he is waiting for someone to come to his ceromony...,Hanging,48.6048721,13.8195814
Newburg is known for: Damon Cemetery - Well this has been in our families history for quite some time now. It appears that a woman dressed in white goes roaming around the cemetery.,Newburg,48.7149712,-100.9129201
"Beckley is known for: Beckly Courthouse - There is believed to be a mysterious women in red, she supposedly appears in the jurors room most often.",Beckley,37.7781702,-81.1881557
"Besoco is known for: Old Stoco Jr. High - Voices, footsteps, echoes, and people moving can be heard when walking through this school. Strange writings have appeared on the walls of witchcraft and unexplainable things. Unairing sense of eyes upon you wherever you go. Something paranormal is definitely happening there. Rumor has it one night during a game, someone pushed a boy who played basketball into the bleachers and he cracked his head open and died on the way to the hospital. You could still hear sounds of screeching tennis shoes on the gym floor, and you could hear him dribbling his ball down the court.",Besoco,37.6276151,-81.2409339
"Mingo is known for: Mingo Cemetery - about 8 years ago 2 witnesses were in the cemetery and very busy recording the graves and felt like somebody was watching them. They finished and started to have a conversation saying, ""I thought I saw and heard kids playing in the cemetery"". And said she thought she seen them dressed in old-fashioned clothing, 1800s. They tried some of the locals about this area and nobody wants to talk about it.",Mingo,37.679051,-82.1317065
"Michigan Ave. near Ferry Lane is known for: About 80 years ago, there was a rowdy dance hall along Michigan Avenue in Shrewsbury.  There is nothing left of the building; in fact, there is no indication that the dance hall ever existed.  However, residents of this coal town have reportedly heard the sounds of a dance hall (music, laughter, etc.) when walking along the avenue at night",Shrewsbury,52.707755,-2.7540658
Lowell is known for: Old Railroad walk bridge - If you walk across the bridge at night you can here someone walking behind you. People have also reported seeing a foggy woman walking toward you. Orbs sometimes appear out of nowhere and follow you. You can here people talking sometimes.,Lowell,42.6414437,-71.3085329
"Clarksburg is known for: RT. 50 - On foggy full moon nights, a woman is seen walking along Rt. 50 in a red hooded coat, the hood over her head. If you pull over to offer assistance, she will come to your window, however she has no face.",Clarksburg,39.2806451,-80.3445341
"Clarksburg is known for: Flinderation Tunnel - There was a train-wreck in Flinderation Rail-Road tunnel because some men were doing some work on the railroad and did not realize a train was coming, especially not as fast as it was. One of the men could not get into one of the cubbyholes in time, and the train caught him, causing it to derail. The railroad through this tunnel was shut down because people could hear train whistles and see the lights of an invisible train coming towards them. Then, the KKK also took victims there to do lynching and such. This tunnel has a lot of hidden history. Today, it is part of the Rail-Trail, but the train whistle can still be heard along with other various sounds: screaming, metal scraping on metal, sobbing.",Clarksburg,39.2806451,-80.3445341
"Mountains near Spencer is known for: Two experienced hunters have claimed to have encountered a strange beast in the mountains around Spencer, W.Va.  On a winter hunting/camping excursion, they were awakened one night when the beast wandered down the hillside and into their camp, making a blood-curdling, demonic growl.  While debating as to who would go to get a gun out of their truck, the beast moved on into the night unseen.  Tracking at daybreak, they followed the beast's path through the brush, but soon lost the trail.  They estimated by its tracks and the trail it left that it was very large and probably walked on two feet.  Many who heard the tale believed it to be untrue, until another person encountered the beast nearly 20 years later in the mountains just south of the hunters' camp.",Spencer,38.0288806,-86.9976446
"Foodlion is known for: A young girl known as Sally to the many that have seen her haunts the Foodlion in Summersville .She is a young girl around the age of 8, that knocks stuff off the shelves and then returns them to there original spot. However, when Sally gets upset she is said to pick up wooden crates and smash them to the ground. After, months of research the management was told by the former owners that Sally was buried underneath the store’s location.",Summersville,38.2812203,-80.8525981
"Capitol Music Hall is known for: The Capitol Music Hall, dtwn Wheeling has been around abt a century. I began as a movie theater. There is said to be ghost coffins in the beatiful building. Ghosts are said to haunt the theater at night, when it is pitch black. Someday, at early morning, the bldg. will probably be gone. Just remember to BEWARE!!!",bldg,10.68267,-61.5704183
"Parkersburg is known for: Riverview Cemetery - A spiritually active graveyard whose first burial was in 1801, there are a number of haunts that go on, including spirits around the Weeping Woman statue that pulls hair, unbuttons clothes, unzips pants and sometimes trip, however this ghost will help grant wishes if your desires positive and sincere. Ghost orbs and other anomalies are photographed in Riverview routinely. Sometimes a woman is heard talking, she will often call your name. The ghost of a sea captain is seen crouching over his grave, wearing a formal black coat.",Parkersburg,39.2667309,-81.5620755
"cemetery and canyon road is known for: many people and especially the older residents of Alamogordo have claimed to have seen a woman dressed in white in the cemetery late at night and also along and up canyon road as far as the scenic extension floating, and always at night. What she is looking for and why she is there is unsure.",Alamogordo,32.8998822,-105.9602081
"DWI Offices is known for: People who work in the DWI offices (located in the old part of Alamogordo.) claim that there is a ghost haunting it. It used to be a sheriff’s office and cellblock. People who work there claim they see and hear doors open, hear footsteps, and occasionally see a young male dressed in an old style suit from about 90 years ago. No bad vibes are usually felt in these offices, unless you make noises like running or moving furniture. That’s when you feel cold and doors slam.",Alamogordo,32.8998822,-105.9602081
"Washington Park is known for: A while back in the day there was a shoot out at this park ""Washington Park"". There was 2 or 3 hurt but one of them died. They say during the afternoon you can here foot steps in the grass and from far away bye the shut down swimming pool you can here moaning or crying but when you get close to the location you cant here the moaning or crying no more just fill strange and cold.",Washington Park,26.128977,-80.1803516
Old Courthouse is known for: A woman form Spain came to live in the house with her new husband that was picked for by the bride’s father. Soon after the newly weds settled in the husband became very abusive and through his bride down the stair case and she died. Soon after the bride was dead the French man commit suicide. A few years down the road the house was turned into a courthouse. People guilty of crimes were hung from a tree in front of the mansion. Today the house is locked up and no one lives in it. People have claimed to a see woman walking up and down that staircases and a man pacing back and forth in an upstairs bedroom. Other witnesses have since bodies hanging from the tree in front of the property. Lights go gone when there is no electricity hooked up etc...,Spain,39.3260685,-4.8379791
"Chino Mines Creek is known for: There is an old lady seen in the creek crying and yelling for her child. A flood had supposedly gone through this woman's home and washed her son away. She is still heard and seen in the area calling for her son. Another story is, She was a beautiful Hispanic women the only problem was that she was poor. One day she was in the village when she met a handsome man. They started dating and ended up getting married. Then one day she noticed that he had changed. He was always leaving town and leaving her to tend to her children. Well he would leave more and more. Until she caught him cheating on her with another women. Well instead of getting even, she that she would get back at him by not letting him see the children, by drowning them in the local creek. When doing this she realized what she was doing and tried to stop but she lost control and let the kids go. Well they started to float down the creek, she tried to run after them and try to save them but it was no use she had lost them forever. While running she tripped over a root in the ground and hit her head right open. She died instantly, Well the story goes every night you can hear her crying and yelling for her children this is what they call the ""Llorna"" which means crying lady. Since that had happened it is said that you can hear her crying all over searching the riverbeds for her children.",Llorna,42.1241649,-2.9104707
"The town and General Store is known for: The town of Cerrillos (little hills) is a charming, tree-shaded town located 27 miles south of Santa Fe. The village is one of the old traditional villages in Santa Fe County. Cerrillos officially came into being in the 1870 s as a wild and wooly mining town, and little has changed in its appearance since then. It contains many old western storefronts and adobe buildings, complete with hitching posts, old grocery and western bar, old church, ancient cottonwood trees, dirt streets, and railroad tracks. It can be seen in the Walt Disney movie, ""Elfego Baca"" and then later in ""Young Guns I & II"". While there, if you go into the old General Store - which is still in operation - there is a cold spot, although no one knows why, or they aren't saying, on your right even though there are windows directly in front of its location.",Santa Fe County,35.4859674,-106.01355
"Shattuck/St. Mary is known for: There has been a number of hauntings in this old school. You can see old headmasters walking through the halls. In the boys dorm you can see a mama lab and her puppies. Shattuck/St. Mary was an old military school and you can still see in the theatre people walking around the stage. - April 2007 Correction - Shattuck was NEVER an infirmary. www.s-sm.org/arch/history/. It has been a school since 1858, never was a hospital or a ski lodge. faribault.org/History1/Limestone_fun.htm#Shattuck. Whitney Memorial Arch artistically frames Shumway Hall at Shattuck School. Shattuck was originally a grammar school as part of the Episcopal Seabury Divinity Seminary. It later offered secondary-level military education for boys, and finally merged with St. Mary’s to become a private co-educational preparatory school. The arch was constructed in 1926 of limestone salvaged from two other early campus buildings.",St. Mary’s,49.9203409,-6.2928791
"FBMC hospital and housing is known for: Fort Bayard Medical Center has been around since the 1800's. It was originally a cavalry base where the Buffalo Soldiers(first African American soldiers in the U.S. cavalry)were first introduced in New Mexico. After military use, a medical center was constructed and used as a TB center. It is now a long term care facility, and veterans hospital. In the basement (where the dungeon for the original base was) there have been sighting of wheelchairs rolling down the hall, door opening and closing, sounds of shackles and chains, moaning, crying, conversations, laughing, voices, people touching your shoulder, and apparition sightings, throughout the whole hospital on all 6 floors, esp. 2 west. In the housing area there are reports of hauntings, footsteps, late at night when everyone is asleep, apparitions, knocking on the doors and no one there, covers being torn off you.",U.S.,39.7837304,-100.445882
"Fort Wingate WW2 Hospital is known for: Fort Wingate which is just due east of Gallup, once used to be a huge Fort used for storing weapon caches during WW2. Wingate also had a hospital used to treat in injured that were returned home. Well some that were injured there had major problems such as loss of limbs and mental retardation. The hospital was said to be sad and lonely. Rumors have spread around stating that spirits could be seen and heard looking for there limbs and or minds. The military now has the hospital closed off to the public ever since the rumors went out. The hospital closed right after the end of the war. To this day strange and weird noises can be heard coming from the hospital.",Fort,18.9332665,72.8345146
Legal Tender Building is known for: 4 different ghosts have been seen. Lady in White with child Chinese railroad worker. Man in black(bystander in a card game),White,38.0632329,-88.1577725
"Peggy Sue Bridge is known for: There is the remains of an old bridge connecting two sides of a canyon in Los Alamos. It is said that in the 1950s there was a girl named Peggy Sue that was so depressed that she went to the bridge and jumped to her death. Her ghost now lingers and pushes people off of the bridge. It is an old Los Alamos High School tradition to go to the bridge and brave the crossing of the bridge. October 2007 Update: This is considered an Urban Legend, until further proof.",Los Alamos,35.88137,-106.298959
"Luna is known for: Otero Mansion - about 20 miles south of Albuquerque, the ghost of Josefita Otero has appeared in numerous rooms here.",Albuquerque,35.0841034,-106.650985
"The entire town and surrounding hills is known for: Madrid was a coal mining town in the 1800's through 1940's until it became an abandoned ghost town. In the 1970's hippies, artist and outlaws began rebuilding it and it is alive today. The entire town has been site of numerous ghost sightings, most notably in certain houses, the old miners/town cemetery, the old church (now a house)and the surrounding arroyos. Apparitions range from sightings of la llarona in the arroyos, silent cowboys escorting a Spanish woman in fine dress though mainstreet, and various ghostly forms at the cemetery. The town area was also the site of the Aztecs trade for turquoise in New Mexico / Mexico older history.",Madrid,40.4167047,-3.7035825
"Double Eagle Restaurant &amp; Peppers Restaurant is known for: ghosts have been photographed and witnessed here. An aristocratic residence on the plaza was built in 1849. Here, a petite Spanish maid, Inez, was stabbed to death by the mother, Senora Maese, of her lover, Armando. The son was stabbed himself and died just days later. The Carlotta Room, the scene of the tragedy, has a reputation for cold spots, a woman's laughter, the apparition of a small woman in black skirt and white blouse, and the strong scent of perfume. Double Eagle restaurant and Peppers grill are both in the same building.",Armando,23.0810287,-82.3647282
